company_id,company_name,broad_sector,year,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,free_cash_flow_cr,FCF_yield_pct,five_year_median_pe,sector_median_pe,PE_vs_sector_median_pct,valuation_flag
SBILIFE,SBI Life Insurance Company Ltd,Financials,2020,625311.99,663578.68,10.2,6.98,11.33,0.64,2313.0,0.37,60.68,32.9,-69.0,Undervalued
SBILIFE,SBI Life Insurance Company Ltd,Financials,2021,654418.26,614911.54,76.94,1.19,19.05,0.73,4675.0,0.71,60.68,32.9,133.86,Overvalued
SBILIFE,SBI Life Insurance Company Ltd,Financials,2023,703278.16,657852.17,60.68,3.62,20.65,4.39,-1547.0,-0.22,60.68,32.9,84.44,Overvalued
SBILIFE,SBI Life Insurance Company Ltd,Financials,2024,886097.71,1097553.71,69.98,9.48,31.04,1.62,-2099.0,-0.24,60.68,32.9,112.71,Overvalued
SBILIFE,SBI Life Insurance Company Ltd,Financials,2024,886097.71,1097553.71,69.98,9.48,31.04,1.62,-2099.0,-0.24,60.68,32.9,112.71,Overvalued
SBIN,State Bank of India,Financials,2022,2187008.32,2696201.57,62.26,7.26,31.51,2.15,,,50.985,32.9,89.24,Overvalued
SBIN,State Bank of India,Financials,2023,2664457.97,3336018.79,72.12,7.09,35.08,0.46,,,50.985,32.9,119.21,Overvalued
SBIN,State Bank of India,Financials,2024,2400436.05,2686824.35,54.93,2.72,21.53,0.42,,,50.985,32.9,66.96,Overvalued
SHREECEM,Shree Cement Ltd,Materials,2019,1156357.29,1381911.24,35.24,14.91,28.2,3.67,1360.0,0.12,32.7,56.035,-37.11,Undervalued
SHREECEM,Shree Cement Ltd,Materials,2021,1568926.09,1806995.31,32.7,6.72,24.53,3.78,1603.0,0.1,32.7,56.035,-41.64,Undervalued
SHREECEM,Shree Cement Ltd,Materials,2022,1932061.03,1830555.08,25.68,0.89,5.28,1.01,525.0,0.03,32.7,56.035,-54.17,Undervalued
SHREECEM,Shree Cement Ltd,Materials,2023,2414420.31,3046754.72,36.21,8.67,29.71,4.29,164.0,0.01,32.7,56.035,-35.38,Undervalued
SHREECEM,Shree Cement Ltd,Materials,2024,3154358.33,2911084.5,25.87,1.21,26.58,3.2,1929.0,0.06,32.7,56.035,-53.83,Undervalued
SHREECEM,Shree Cement Ltd,Materials,2024,3154358.33,2911084.5,25.87,1.21,26.58,3.2,1929.0,0.06,32.7,56.035,-53.83,Undervalued
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,2019,594898.99,643160.23,79.88,0.51,8.83,1.36,-5611.0,-0.94,56.67,32.9,142.8,Overvalued
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,2020,513251.36,622540.94,11.8,11.36,6.84,1.14,-2519.0,-0.49,56.67,32.9,-64.13,Undervalued
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,2023,721018.22,876135.94,56.67,6.47,36.37,1.85,-12549.0,-1.74,56.67,32.9,72.25,Overvalued
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,2024,868933.47,1098024.4,68.53,7.91,28.82,1.86,-31359.0,-3.61,56.67,32.9,108.3,Overvalued
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,2024,868933.47,1098024.4,68.53,7.91,28.82,1.86,-31359.0,-3.61,56.67,32.9,108.3,Overvalued
SIEMENS,Siemens Ltd,Industrials,2019,951918.38,1022262.14,23.09,1.05,25.6,3.89,138.0,0.01,37.225,48.9,-52.78,Undervalued
SIEMENS,Siemens Ltd,Industrials,2021,911257.72,1118554.17,10.54,5.57,28.22,0.59,-967.0,-0.11,37.225,48.9,-78.45,Undervalued
SIEMENS,Siemens Ltd,Industrials,2022,882073.22,982803.39,76.63,4.67,22.06,1.8,944.0,0.11,37.225,48.9,56.71,Overvalued
SIEMENS,Siemens Ltd,Industrials,2024,1191331.95,1268446.56,33.32,9.25,30.88,3.69,1168.0,0.1,37.225,48.9,-31.86,Undervalued
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,2019,758612.89,960774.91,74.3,10.71,27.29,2.39,1886.0,0.25,37.9,47.06,57.88,Overvalued
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,2021,794888.64,726981.85,12.16,2.14,10.38,4.45,6577.0,0.83,37.9,47.06,-74.16,Undervalued
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,2022,812572.94,826215.51,11.76,9.71,27.83,0.79,3429.0,0.42,37.9,47.06,-75.01,Undervalued
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,2023,1064162.39,1298488.21,24.58,7.54,21.04,1.57,-2261.0,-0.21,37.9,47.06,-47.77,Undervalued
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,2019,298527.54,342447.92,20.52,1.59,19.93,0.99,263.0,0.09,54.79,50.95,-59.73,Undervalued
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,2020,307664.97,308860.07,14.67,8.63,5.95,4.35,460.0,0.15,54.79,50.95,-71.21,Undervalued
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,2022,304809.07,395336.72,9.49,3.65,32.3,0.87,199.0,0.07,54.79,50.95,-81.37,Undervalued
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,2023,365505.69,454035.61,77.06,7.38,38.99,1.85,627.0,0.17,54.79,50.95,51.25,Overvalued
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2020,919827.57,950063.39,14.79,1.74,28.04,1.73,-6482.0,-0.7,34.17,29.91,-50.55,Undervalued
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2022,1385832.42,1339830.23,56.26,6.18,21.21,4.15,9839.0,0.71,34.17,29.91,88.1,Overvalued
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65,45133.0,3.0,34.17,29.91,124.24,Overvalued
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65,45133.0,3.0,34.17,29.91,124.24,Overvalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2019,1458746.25,1831481.73,22.32,3.71,34.62,4.06,4302.0,0.29,22.32,45.26,-50.68,Undervalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2020,1402442.85,1295478.08,14.5,4.29,31.65,2.29,6882.0,0.49,22.32,45.26,-67.96,Undervalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2021,1511545.08,1713572.11,72.1,1.81,29.32,4.17,9338.0,0.62,22.32,45.26,59.3,Overvalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2023,1592398.68,1769432.81,24.7,10.29,14.32,1.75,-97.0,-0.01,22.32,45.26,-45.43,Undervalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2024,1647269.48,1925345.06,14.5,3.48,12.02,0.49,3569.0,0.22,22.32,45.26,-67.96,Undervalued
TATAPOWER,"Tata Power Company Ltd
",Energy,2024,1647269.48,1925345.06,14.5,3.48,12.02,0.49,3569.0,0.22,22.32,45.26,-67.96,Undervalued
TATASTEEL,"Tata Steel Ltd
",Materials,2022,358418.76,342775.45,33.03,9.76,22.35,0.52,33476.0,9.34,48.97,56.035,-41.05,Undervalued
TATASTEEL,"Tata Steel Ltd
",Materials,2023,320309.06,388401.17,19.23,3.0,34.08,2.75,3504.0,1.09,48.97,56.035,-65.68,Undervalued
TCS,Tata Consultancy Services Ltd,Information Technology,2023,405916.42,410957.48,8.74,13.8,29.01,3.1,42513.0,10.47,57.2,60.515,-85.56,Undervalued
TECHM,Tech Mahindra Ltd,Information Technology,2019,1639903.22,2067764.75,8.39,4.82,9.69,2.04,2328.0,0.14,51.58,60.515,-86.14,Undervalued
TECHM,Tech Mahindra Ltd,Information Technology,2019,1639903.22,2067764.75,8.39,4.82,9.69,2.04,2328.0,0.14,51.58,60.515,-86.14,Undervalued
TECHM,Tech Mahindra Ltd,Information Technology,2023,3048920.3,3745542.3,41.79,3.57,36.87,3.25,5346.0,0.18,51.58,60.515,-30.94,Undervalued
TECHM,Tech Mahindra Ltd,Information Technology,2023,3048920.3,3745542.3,41.79,3.57,36.87,3.25,5346.0,0.18,51.58,60.515,-30.94,Undervalued
TITAN,"Titan Company Ltd
",Consumer Discretionary,2019,1135740.07,1252789.18,63.2,11.39,10.85,0.44,446.0,0.04,26.55,29.91,111.3,Overvalued
TITAN,"Titan Company Ltd
",Consumer Discretionary,2020,1301076.74,1556937.57,18.73,5.89,35.46,4.25,-113.0,-0.01,26.55,29.91,-37.38,Undervalued
TITAN,"Titan Company Ltd
",Consumer Discretionary,2022,1599747.79,1518166.79,72.03,9.49,25.9,4.44,441.0,0.03,26.55,29.91,140.82,Overvalued
TITAN,"Titan Company Ltd
",Consumer Discretionary,2024,1793769.72,2116401.21,10.13,10.51,21.0,3.1,1506.0,0.08,26.55,29.91,-66.13,Undervalued
TITAN,"Titan Company Ltd
",Consumer Discretionary,2024,1793769.72,2116401.21,10.13,10.51,21.0,3.1,1506.0,0.08,26.55,29.91,-66.13,Undervalued
TORNTPHARM,Torrent Pharmaceuticals Ltd,Healthcare,2019,961478.14,994047.23,78.75,1.44,28.93,2.04,1552.0,0.16,46.4,47.06,67.34,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2019,709354.25,819010.58,70.85,12.21,27.83,3.78,-16.0,-0.0,65.94,29.91,136.88,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2020,704799.66,813935.48,50.52,9.53,10.9,1.25,-448.0,-0.06,65.94,29.91,68.91,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2021,700098.06,798656.79,78.02,14.33,12.95,1.37,303.0,0.04,65.94,29.91,160.85,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2022,607706.78,643881.28,68.1,13.78,13.28,1.2,114.0,0.02,65.94,29.91,127.68,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2023,583656.73,607027.17,65.94,9.88,32.51,2.62,492.0,0.08,65.94,29.91,120.46,Overvalued
TRENT,Trent Ltd,Consumer Discretionary,2024,571322.04,566293.08,8.65,11.82,34.65,3.46,841.0,0.15,65.94,29.91,-71.08,Undervalued
TRENT,Trent Ltd,Consumer Discretionary,2024,571322.04,566293.08,8.65,11.82,34.65,3.46,841.0,0.15,65.94,29.91,-71.08,Undervalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2019,143093.33,131403.61,15.6,6.89,21.67,3.67,-2022.0,-1.41,46.1,29.91,-47.84,Undervalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2021,206731.04,206020.01,68.15,7.31,16.3,1.86,269.0,0.13,46.1,29.91,127.85,Overvalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2022,249058.89,275637.72,8.52,13.87,7.31,4.22,-3046.0,-1.22,46.1,29.91,-71.51,Undervalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2023,215205.91,260053.04,46.5,7.83,7.55,1.07,-5713.0,-2.65,46.1,29.91,55.47,Overvalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2024,266591.41,334973.15,46.1,5.62,7.1,3.07,-2254.0,-0.85,46.1,29.91,54.13,Overvalued
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,2024,266591.41,334973.15,46.1,5.62,7.1,3.07,-2254.0,-0.85,46.1,29.91,54.13,Overvalued
